Timestep,StratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2074,Sonoran Basin and Range,Drought: Low Severity [Type],7.575008046,Normal,Iteration and Timestep,3.787504023,NA,NA
2075,Coast Range,Drought: Low Severity [Type],818.664505,Normal,Iteration and Timestep,409.3322525,NA,NA
2075,Cascades,Drought: Low Severity [Type],63.30311018,Normal,Iteration and Timestep,31.65155509,NA,NA
2075,Sierra Nevada,Drought: Low Severity [Type],1814.102914,Normal,Iteration and Timestep,907.0514568,NA,NA
2075,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1747.26511,Normal,Iteration and Timestep,873.632555,NA,NA
2075,Central California Valley,Drought: Low Severity [Type],18.98603651,Normal,Iteration and Timestep,9.493018253,NA,NA
2075,Southern California Mountains,Drought: Low Severity [Type],456.3074243,Normal,Iteration and Timestep,228.1537122,NA,NA
2075,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],644.9768424,Normal,Iteration and Timestep,322.4884212,NA,NA
2075,Central Basin and Range,Drought: Low Severity [Type],193.0111549,Normal,Iteration and Timestep,96.50557747,NA,NA
2075,Mojave Basin and Range,Drought: Low Severity [Type],153.7514212,Normal,Iteration and Timestep,76.87571058,NA,NA
2075,Klamath Mountains,Drought: Low Severity [Type],1959.412266,Normal,Iteration and Timestep,979.7061332,NA,NA
2075,Northern Basin and Range,Drought: Low Severity [Type],92.00380095,Normal,Iteration and Timestep,46.00190047,NA,NA
2075,Sonoran Basin and Range,Drought: Low Severity [Type],8.16201853,Normal,Iteration and Timestep,4.081009265,NA,NA
2076,Coast Range,Drought: Low Severity [Type],982.6605843,Normal,Iteration and Timestep,491.3302922,NA,NA
2076,Cascades,Drought: Low Severity [Type],101.850632,Normal,Iteration and Timestep,50.92531599,NA,NA
2076,Sierra Nevada,Drought: Low Severity [Type],2604.253648,Normal,Iteration and Timestep,1302.126824,NA,NA
2076,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],2425.694735,Normal,Iteration and Timestep,1212.847368,NA,NA
2076,Central California Valley,Drought: Low Severity [Type],26.3664891,Normal,Iteration and Timestep,13.18324455,NA,NA
2076,Southern California Mountains,Drought: Low Severity [Type],659.2542656,Normal,Iteration and Timestep,329.6271328,NA,NA
2076,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],903.0000122,Normal,Iteration and Timestep,451.5000061,NA,NA
2076,Central Basin and Range,Drought: Low Severity [Type],259.7501844,Normal,Iteration and Timestep,129.8750922,NA,NA
2076,Mojave Basin and Range,Drought: Low Severity [Type],199.3282025,Normal,Iteration and Timestep,99.66410126,NA,NA
2076,Klamath Mountains,Drought: Low Severity [Type],2453.567911,Normal,Iteration and Timestep,1226.783955,NA,NA
2076,Northern Basin and Range,Drought: Low Severity [Type],127.1612899,Normal,Iteration and Timestep,63.58064494,NA,NA
2076,Sonoran Basin and Range,Drought: Low Severity [Type],8.986558521,Normal,Iteration and Timestep,4.493279261,NA,NA
2077,Coast Range,Drought: Low Severity [Type],461.090145,Normal,Iteration and Timestep,230.5450725,NA,NA
2077,Cascades,Drought: Low Severity [Type],60.5535757,Normal,Iteration and Timestep,30.27678785,NA,NA
2077,Sierra Nevada,Drought: Low Severity [Type],1361.325917,Normal,Iteration and Timestep,680.6629583,NA,NA
2077,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1138.616945,Normal,Iteration and Timestep,569.3084727,NA,NA
2077,Central California Valley,Drought: Low Severity [Type],11.85020325,Normal,Iteration and Timestep,5.925101627,NA,NA
2077,Southern California Mountains,Drought: Low Severity [Type],349.2611869,Normal,Iteration and Timestep,174.6305935,NA,NA
2077,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],514.7738825,Normal,Iteration and Timestep,257.3869412,NA,NA
2077,Central Basin and Range,Drought: Low Severity [Type],185.6800856,Normal,Iteration and Timestep,92.8400428,NA,NA
2077,Mojave Basin and Range,Drought: Low Severity [Type],120.4695898,Normal,Iteration and Timestep,60.23479488,NA,NA
2077,Klamath Mountains,Drought: Low Severity [Type],1264.44001,Normal,Iteration and Timestep,632.2200052,NA,NA
2077,Northern Basin and Range,Drought: Low Severity [Type],74.88054022,Normal,Iteration and Timestep,37.44027011,NA,NA
2077,Sonoran Basin and Range,Drought: Low Severity [Type],6.016620303,Normal,Iteration and Timestep,3.008310151,NA,NA
2078,Coast Range,Drought: Low Severity [Type],383.4571327,Normal,Iteration and Timestep,191.7285663,NA,NA
2078,Cascades,Drought: Low Severity [Type],63.42593821,Normal,Iteration and Timestep,31.7129691,NA,NA
2078,Sierra Nevada,Drought: Low Severity [Type],1480.431487,Normal,Iteration and Timestep,740.2157434,NA,NA
2078,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1354.157272,Normal,Iteration and Timestep,677.0786361,NA,NA
2078,Central California Valley,Drought: Low Severity [Type],14.32944268,Normal,Iteration and Timestep,7.164721341,NA,NA
2078,Southern California Mountains,Drought: Low Severity [Type],417.2722755,Normal,Iteration and Timestep,208.6361377,NA,NA
2078,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],575.0604763,Normal,Iteration and Timestep,287.5302382,NA,NA
2078,Central Basin and Range,Drought: Low Severity [Type],200.9789814,Normal,Iteration and Timestep,100.4894907,NA,NA
2078,Mojave Basin and Range,Drought: Low Severity [Type],139.7242264,Normal,Iteration and Timestep,69.86211319,NA,NA
2078,Klamath Mountains,Drought: Low Severity [Type],1055.740586,Normal,Iteration and Timestep,527.870293,NA,NA
2078,Northern Basin and Range,Drought: Low Severity [Type],100.2606613,Normal,Iteration and Timestep,50.13033065,NA,NA
2078,Sonoran Basin and Range,Drought: Low Severity [Type],5.933185513,Normal,Iteration and Timestep,2.966592757,NA,NA
2079,Coast Range,Drought: Low Severity [Type],365.7268359,Normal,Iteration and Timestep,182.863418,NA,NA
2079,Cascades,Drought: Low Severity [Type],56.96156666,Normal,Iteration and Timestep,28.48078333,NA,NA
2079,Sierra Nevada,Drought: Low Severity [Type],1551.500842,Normal,Iteration and Timestep,775.750421,NA,NA
2079,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1268.143813,Normal,Iteration and Timestep,634.0719066,NA,NA
2079,Central California Valley,Drought: Low Severity [Type],14.83241623,Normal,Iteration and Timestep,7.416208116,NA,NA
2079,Southern California Mountains,Drought: Low Severity [Type],335.1159764,Normal,Iteration and Timestep,167.5579882,NA,NA
2079,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],519.9231968,Normal,Iteration and Timestep,259.9615984,NA,NA
2079,Central Basin and Range,Drought: Low Severity [Type],242.3164734,Normal,Iteration and Timestep,121.1582367,NA,NA
2079,Mojave Basin and Range,Drought: Low Severity [Type],127.0291326,Normal,Iteration and Timestep,63.51456632,NA,NA
2079,Klamath Mountains,Drought: Low Severity [Type],974.9345837,Normal,Iteration and Timestep,487.4672918,NA,NA
2079,Northern Basin and Range,Drought: Low Severity [Type],106.8352146,Normal,Iteration and Timestep,53.41760732,NA,NA
2079,Sonoran Basin and Range,Drought: Low Severity [Type],6.300443575,Normal,Iteration and Timestep,3.150221787,NA,NA
2080,Coast Range,Drought: Low Severity [Type],251.5819948,Normal,Iteration and Timestep,125.7909974,NA,NA
2080,Cascades,Drought: Low Severity [Type],34.44533195,Normal,Iteration and Timestep,17.22266597,NA,NA
2080,Sierra Nevada,Drought: Low Severity [Type],1192.594886,Normal,Iteration and Timestep,596.2974428,NA,NA
2080,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],859.8420158,Normal,Iteration and Timestep,429.9210079,NA,NA
2080,Central California Valley,Drought: Low Severity [Type],11.18189276,Normal,Iteration and Timestep,5.590946379,NA,NA
2080,Southern California Mountains,Drought: Low Severity [Type],179.6583386,Normal,Iteration and Timestep,89.82916931,NA,NA
2080,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],352.4802311,Normal,Iteration and Timestep,176.2401156,NA,NA
2080,Central Basin and Range,Drought: Low Severity [Type],185.4330823,Normal,Iteration and Timestep,92.71654117,NA,NA
2080,Mojave Basin and Range,Drought: Low Severity [Type],78.89296061,Normal,Iteration and Timestep,39.44648031,NA,NA
2080,Klamath Mountains,Drought: Low Severity [Type],624.3050922,Normal,Iteration and Timestep,312.1525461,NA,NA
2080,Northern Basin and Range,Drought: Low Severity [Type],73.28719873,Normal,Iteration and Timestep,36.64359936,NA,NA
2080,Sonoran Basin and Range,Drought: Low Severity [Type],3.28156197,Normal,Iteration and Timestep,1.640780985,NA,NA
2081,Coast Range,Drought: Low Severity [Type],173.4740641,Normal,Iteration and Timestep,86.73703206,NA,NA
2081,Cascades,Drought: Low Severity [Type],20.46392497,Normal,Iteration and Timestep,10.23196249,NA,NA
2081,Sierra Nevada,Drought: Low Severity [Type],753.630406,Normal,Iteration and Timestep,376.815203,NA,NA
2081,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],548.0206697,Normal,Iteration and Timestep,274.0103349,NA,NA
2081,Central California Valley,Drought: Low Severity [Type],6.511383498,Normal,Iteration and Timestep,3.255691749,NA,NA
2081,Southern California Mountains,Drought: Low Severity [Type],141.4057292,Normal,Iteration and Timestep,70.7028646,NA,NA
2081,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],221.0139172,Normal,Iteration and Timestep,110.5069586,NA,NA
2081,Central Basin and Range,Drought: Low Severity [Type],133.9396312,Normal,Iteration and Timestep,66.96981562,NA,NA
2081,Mojave Basin and Range,Drought: Low Severity [Type],61.17457756,Normal,Iteration and Timestep,30.58728878,NA,NA
2081,Klamath Mountains,Drought: Low Severity [Type],429.7009634,Normal,Iteration and Timestep,214.8504817,NA,NA
2081,Northern Basin and Range,Drought: Low Severity [Type],38.09304112,Normal,Iteration and Timestep,19.04652056,NA,NA
2081,Sonoran Basin and Range,Drought: Low Severity [Type],2.718215332,Normal,Iteration and Timestep,1.359107666,NA,NA
2082,Coast Range,Drought: Low Severity [Type],406.9307598,Normal,Iteration and Timestep,203.4653799,NA,NA
2082,Cascades,Drought: Low Severity [Type],33.02231479,Normal,Iteration and Timestep,16.51115739,NA,NA
2082,Sierra Nevada,Drought: Low Severity [Type],1204.497736,Normal,Iteration and Timestep,602.2488681,NA,NA
2082,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],966.4307103,Normal,Iteration and Timestep,483.2153551,NA,NA
2082,Central California Valley,Drought: Low Severity [Type],12.96898339,Normal,Iteration and Timestep,6.484491695,NA,NA
2082,Southern California Mountains,Drought: Low Severity [Type],189.5592641,Normal,Iteration and Timestep,94.77963207,NA,NA
2082,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],377.6022704,Normal,Iteration and Timestep,188.8011352,NA,NA
2082,Central Basin and Range,Drought: Low Severity [Type],186.8322836,Normal,Iteration and Timestep,93.4161418,NA,NA
2082,Mojave Basin and Range,Drought: Low Severity [Type],91.11288166,Normal,Iteration and Timestep,45.55644083,NA,NA
2082,Klamath Mountains,Drought: Low Severity [Type],893.5025692,Normal,Iteration and Timestep,446.7512846,NA,NA
2082,Northern Basin and Range,Drought: Low Severity [Type],59.59284022,Normal,Iteration and Timestep,29.79642011,NA,NA
2082,Sonoran Basin and Range,Drought: Low Severity [Type],3.044568509,Normal,Iteration and Timestep,1.522284254,NA,NA
2083,Coast Range,Drought: Low Severity [Type],316.2569324,Normal,Iteration and Timestep,158.1284662,NA,NA
2083,Cascades,Drought: Low Severity [Type],25.44201406,Normal,Iteration and Timestep,12.72100703,NA,NA
2083,Sierra Nevada,Drought: Low Severity [Type],977.7715931,Normal,Iteration and Timestep,488.8857966,NA,NA
2083,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],775.3386327,Normal,Iteration and Timestep,387.6693164,NA,NA
2083,Central California Valley,Drought: Low Severity [Type],9.90721005,Normal,Iteration and Timestep,4.953605025,NA,NA
2083,Southern California Mountains,Drought: Low Severity [Type],182.1429191,Normal,Iteration and Timestep,91.07145957,NA,NA
2083,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],287.3642535,Normal,Iteration and Timestep,143.6821267,NA,NA
2083,Central Basin and Range,Drought: Low Severity [Type],164.9744082,Normal,Iteration and Timestep,82.48720409,NA,NA
2083,Mojave Basin and Range,Drought: Low Severity [Type],93.20609911,Normal,Iteration and Timestep,46.60304955,NA,NA
2083,Klamath Mountains,Drought: Low Severity [Type],694.5181034,Normal,Iteration and Timestep,347.2590517,NA,NA
2083,Northern Basin and Range,Drought: Low Severity [Type],40.22815929,Normal,Iteration and Timestep,20.11407965,NA,NA
2083,Sonoran Basin and Range,Drought: Low Severity [Type],3.543325906,Normal,Iteration and Timestep,1.771662953,NA,NA
2084,Coast Range,Drought: Low Severity [Type],235.4458315,Normal,Iteration and Timestep,117.7229158,NA,NA
2084,Cascades,Drought: Low Severity [Type],21.8243249,Normal,Iteration and Timestep,10.91216245,NA,NA
2084,Sierra Nevada,Drought: Low Severity [Type],745.0148883,Normal,Iteration and Timestep,372.5074442,NA,NA
2084,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],614.0974474,Normal,Iteration and Timestep,307.0487237,NA,NA
2084,Central California Valley,Drought: Low Severity [Type],7.342344975,Normal,Iteration and Timestep,3.671172488,NA,NA
2084,Southern California Mountains,Drought: Low Severity [Type],160.9567741,Normal,Iteration and Timestep,80.47838703,NA,NA
2084,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],231.2163778,Normal,Iteration and Timestep,115.6081889,NA,NA
2084,Central Basin and Range,Drought: Low Severity [Type],127.2431083,Normal,Iteration and Timestep,63.62155414,NA,NA
2084,Mojave Basin and Range,Drought: Low Severity [Type],76.37284703,Normal,Iteration and Timestep,38.18642352,NA,NA
2084,Klamath Mountains,Drought: Low Severity [Type],540.0190685,Normal,Iteration and Timestep,270.0095343,NA,NA
2084,Northern Basin and Range,Drought: Low Severity [Type],34.55813373,Normal,Iteration and Timestep,17.27906686,NA,NA
2084,Sonoran Basin and Range,Drought: Low Severity [Type],3.026531735,Normal,Iteration and Timestep,1.513265868,NA,NA
2085,Coast Range,Drought: Low Severity [Type],305.7844921,Normal,Iteration and Timestep,152.8922461,NA,NA
2085,Cascades,Drought: Low Severity [Type],26.34748447,Normal,Iteration and Timestep,13.17374223,NA,NA
2085,Sierra Nevada,Drought: Low Severity [Type],865.9478909,Normal,Iteration and Timestep,432.9739455,NA,NA
2085,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1024.434567,Normal,Iteration and Timestep,512.2172837,NA,NA
2085,Central California Valley,Drought: Low Severity [Type],10.37895524,Normal,Iteration and Timestep,5.189477619,NA,NA
2085,Southern California Mountains,Drought: Low Severity [Type],429.8446253,Normal,Iteration and Timestep,214.9223127,NA,NA
2085,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],234.6450402,Normal,Iteration and Timestep,117.3225201,NA,NA
2085,Central Basin and Range,Drought: Low Severity [Type],148.0191484,Normal,Iteration and Timestep,74.00957421,NA,NA
2085,Mojave Basin and Range,Drought: Low Severity [Type],181.8084544,Normal,Iteration and Timestep,90.90422719,NA,NA
2085,Klamath Mountains,Drought: Low Severity [Type],649.4597455,Normal,Iteration and Timestep,324.7298728,NA,NA
2085,Northern Basin and Range,Drought: Low Severity [Type],32.24789005,Normal,Iteration and Timestep,16.12394502,NA,NA
2085,Sonoran Basin and Range,Drought: Low Severity [Type],7.946523566,Normal,Iteration and Timestep,3.973261783,NA,NA
2086,Coast Range,Drought: Low Severity [Type],321.9889076,Normal,Iteration and Timestep,160.9944538,NA,NA
2086,Cascades,Drought: Low Severity [Type],23.15288936,Normal,Iteration and Timestep,11.57644468,NA,NA
2086,Sierra Nevada,Drought: Low Severity [Type],703.9473825,Normal,Iteration and Timestep,351.9736913,NA,NA
2086,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],873.7782271,Normal,Iteration and Timestep,436.8891135,NA,NA
2086,Central California Valley,Drought: Low Severity [Type],8.84558481,Normal,Iteration and Timestep,4.422792405,NA,NA
2086,Southern California Mountains,Drought: Low Severity [Type],341.4227542,Normal,Iteration and Timestep,170.7113771,NA,NA
2086,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],192.0652288,Normal,Iteration and Timestep,96.0326144,NA,NA
2086,Central Basin and Range,Drought: Low Severity [Type],94.45893287,Normal,Iteration and Timestep,47.22946643,NA,NA
2086,Mojave Basin and Range,Drought: Low Severity [Type],154.3905572,Normal,Iteration and Timestep,77.1952786,NA,NA
2086,Klamath Mountains,Drought: Low Severity [Type],675.1501053,Normal,Iteration and Timestep,337.5750527,NA,NA
2086,Northern Basin and Range,Drought: Low Severity [Type],26.26801562,Normal,Iteration and Timestep,13.13400781,NA,NA
